Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,5102023_All_QC_003,5102023_All_QC_040,5102023_BLD_1_022,5102023_BLD_2_023,5102023_BLD_QC_021,5102023_GER_1_032,5102023_GER_2_033,5102023_GER_3_034,5102023_GER_4_035,5102023_GER_5_036,5102023_GER_6_037,5102023_GER_QC_031,5102023_IPA_1_012,5102023_IPA_2_013,5102023_IPA_QC_011,5102023_SOU_1_017,5102023_SOU_2_018,5102023_SOU_QC_016,5102023_STU_1_007,5102023_STU_2_008,5102023_STU_QC_006,5102023_WHE_1_027,5102023_WHE_2_028,5102023_WHE_QC_026,582023_All_QC_003,582023_BLD_1_022,582023_BLD_2_023,582023_BLD_QC_021,582023_GER_1_032,582023_GER_2_033,582023_GER_3_034,582023_GER_4_035,582023_GER_5_036,582023_GER_6_037,582023_GER_QC_031,582023_IPA_1_012,582023_IPA_2_013,582023_IPA_QC_011,582023_SOU_1_017,582023_SOU_2_018,582023_SOU_QC_016,582023_STU_1_007,582023_STU_2_008,582023_STU_QC_006,582023_WHE_1_027,582023_WHE_2_028,582023_WHE_QC_026,592023_All_QC_003,592023_All_QC_040,592023_BLD_1_022,592023_BLD_2_023,592023_BLD_QC_021,592023_GER_1_032,592023_GER_2_033,592023_GER_3_034,592023_GER_4_035,592023_GER_5_036,592023_GER_6_037,592023_GER_QC_031,592023_IPA_1_012,592023_IPA_2_013,592023_IPA_QC_011,592023_SOU_1_017,592023_SOU_2_018,592023_SOU_QC_016,592023_STU_1_007,592023_STU_2_008,592023_STU_QC_006,592023_WHE_1_027,592023_WHE_2_028,592023_WHE_QC_026,1,2,3,4,5,6,7,1,2,3,4,5,6,7
1410,2.84,392.21512,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1410,0,0,null,null,null,null,null,null,null,5106.31,582023_SOU_2_018,392.17923:4645 392.21512:6986 393.10117:498 393.18515:1080 393.21789:2088 393.99315:243 394.14524:242 394.19043:938 394.21443:587,96.95807:684 112.98335:546 116.06964:758 124.03766:554 127.04893:1447 130.08440:768 355.15626:1357 355.16694:1221 356.15915:586 390.16345:1494 391.15953:651 391.19273:1059 392.20129:1041,35578,30199,24744,17390,20473,12650,20134,13142,5295,20311,12539,16509,93167,51555,66462,106134,115687,67848,22148,20196,18680,24825,16459,24355,33474,17393,12542,12510,15090,25944,10122,1738,13557,8871,13343,79146,39087,57128,95522,234431,148147,9791,9726,10787,27617,16479,20642,23349,25136,14834,16675,18062,8643,20589,7207,7039,17516,8999,13004,55690,31407,42336,92644,103662,62218,12764,21203,14872,27883,14073,20551,29547.30743,17180.25229,12963.90669,57330.95824,114032.7165,15574.0662,21431.59465,5246.14647,3840.578818,5843.480341,19714.77101,51780.93832,5060.486257,5059.053185
1411,3.043,392.21562,Unknown,[M-H]-,null,0.03,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1411,0,0,null,null,null,null,null,null,null,6410.97,5102023_SOU_2_018,392.18178:2098 392.21457:6743 393.04761:507 393.18888:1311 393.21737:2296 394.09247:346 394.19021:577,114.05503:1082 116.07080:767 127.05027:1262 128.03299:1503 130.08559:2530 148.04338:593 164.07129:849 241.11519:672 322.17677:640 330.20059:1945 331.20867:536 390.16631:1497 390.20329:556 391.19478:2705 392.17173:646 392.21687:1312 395.19089:978 397.20635:618,129692,101860,86206,48808,79581,28243,88088,48297,13724,48718,27007,43605,142858,151977,105277,50102,327035,182106,79703,84948,71626,84116,75754,94205,14087,63630,34459,49677,29894,93806,18455,9897,30675,17804,23047,37605,117324,27177,43997,123255,72249,15970,42473,39429,83468,62865,71735,50822,58393,55160,44720,64341,23547,76170,37605,18652,67033,21495,24524,97741,71913,98892,43574,263670,160120,51633,65523,65315,79763,74863,67557,70970.64953,58509.24009,37632.68888,94529.40867,140678.4194,57402.13009,77147.44491,45283.27567,16670.53881,24431.42103,42703.28386,102418.5615,22030.67509,9478.691764
1412,6.998,393.16924,Unknown,[M-H]-,null,0.18,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1412,0,0,null,null,null,null,null,null,null,71208.34,582023_BLD_QC_021,393.16924:100843 393.24581:955 393.26207:849 393.27551:966 393.29097:2696 393.37315:255 393.40757:594 393.43115:514 393.46273:584 393.50303:824 393.53735:433 393.56666:590 393.73053:696 393.84523:705 393.88127:351 393.89129:213 394.17133:21788 394.26280:662 394.28114:299 394.29328:460 394.36812:482 394.49770:196 394.50888:238 394.89234:1834 395.16970:7504,183.01042:10096 184.01697:2039 185.01822:515 311.16641:206 325.18207:96510 325.27347:5165 325.37085:1067 325.44812:1495 325.49243:1131 325.72675:688 326.18546:20516 326.28900:1553 327.18076:6762 328.18054:1245 393.16898:5619 394.17508:1328,698939,580933,598639,597261,593567,603521,552549,591603,583504,582199,589230,587914,574594,539491,564774,610692,582621,596856,529164,490210,558682,587822,275330,596754,2145696,3889611,3531675,4039392,3655415,3612339,3360056,3450598,3159059,3030049,3282147,3014174,3001840,2859923,2871733,3004847,3133496,2520758,2398010,2152347,4066134,3829390,4015246,899468,709909,804324,786475,787468,720990,725580,734237,702539,705022,720253,723122,843513,800739,780546,847298,798813,861338,764313,799999,729290,795034,766761,791726,1006989.121,1736490.117,1555805.988,1442177.013,1478632.677,1215863.73,1747132.923,646701.0204,1570545.275,1317560.349,1143388.916,1150223.445,867527.5919,1676003.145
1413,7.201,393.16947,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1413,0,0,null,null,null,null,null,null,null,12785.75,5102023_WHE_2_028,393.16947:17330 393.24782:357 393.25868:237 393.27973:293 394.17127:3969 394.88724:1871 395.16902:1107,183.01263:1169 325.18237:15958 325.26755:1069 326.18506:2979 327.17566:1078 393.17041:1048,728650,612193,626724,624495,621593,632383,579186,622943,612093,613715,614504,619646,598692,565586,589716,638104,608577,625788,554543,512692,584573,621786,925385,629359,582081,1087826,1021317,1096480,1073244,1089480,1040827,1042325,987143,956022,983975,1069525,1095946,998647,988919,1065598,1102932,819275,762893,660974,1163377,1122820,1124157,907091,730055,827117,807255,811838,742392,750432,753619,723851,729479,747270,746871,867865,821596,790057,868207,814064,875583,777656,806990,729379,817740,787078,815053,712014.1147,836071.8237,793399.9116,821958.8932,843085.7217,689886.0407,889639.511,127969.0108,194164.4334,178455.9335,206220.1675,188765.3477,115482.942,208063.9755
1414,6.896,393.16953,Unknown,[M-H]-,null,0.14,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1414,0,0,null,null,null,null,null,null,null,70935.33,582023_SOU_QC_016,393.16869:124544 393.25557:2010 393.27677:1304 393.28976:1481 393.30543:1860 393.36019:1005 393.39219:851 393.42697:1174 393.46330:587 393.47796:473 393.51796:386 393.53579:388 393.56543:474 393.58695:302 393.60203:243 393.61434:332 393.63474:419 393.66675:282 393.71594:321 393.83458:473 393.87089:234 393.88882:826 394.03298:304 394.12318:340 394.17280:27290 394.26634:1241 394.30126:592 394.48233:873 394.87460:476 394.88968:685 395.13166:240 395.16813:9616,170.00267:516 183.00951:10339 184.01442:2086 185.00786:533 311.16483:426 325.18170:106284 325.27167:5356 325.37546:1324 325.41418:711 325.43796:686 325.57346:1631 325.64551:583 325.90652:524 326.18427:22709 326.29691:1482 327.18289:7233 328.18250:1155 393.16797:5843 394.17447:1362,266058,220754,221376,226021,228463,234359,210954,221982,222828,221168,229725,224174,226096,203133,215359,234890,229904,230280,195199,186096,214337,218701,210905,223201,2792877,2812618,2643224,2951407,2616921,2608371,2375718,2481434,2280399,2161088,2379446,3996743,4132276,3935237,3854008,4119945,4296208,3257645,3086476,2773416,2867655,2737651,2886537,381498,284283,323043,317634,315590,288448,284570,298416,282755,280220,278372,284915,340685,321568,332726,342497,332398,359905,313007,339948,311670,315634,313657,316755,789094.0088,1115486.298,974584.0176,1522647.055,1555559.543,1186421.461,1121188.446,1121682.888,1268197.774,1047861.858,1875453.6,1904770.939,1396039.369,1283411.966
1415,7.099,393.17094,Unknown,[M-H]-,null,0.61,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1415,0,0,null,null,null,null,null,null,null,16447.88,592023_All_QC_003,393.16935:30506 393.24958:722 393.26564:248 393.29122:327 393.62680:244 394.17606:6901 394.88979:6423 395.16852:2547 395.19788:209,183.01010:3562 184.01767:647 325.18222:29993 325.25946:1515 325.29984:477 326.18503:5983 327.18646:2331 393.17096:1485,1073467,940716,783216,793766,813805,866521,715244,1175194,748597,943093,799296,810328,790933,712020,1063819,866041,857017,876041,885810,749107,808466,923578,589235,849829,827980,2834162,2660430,2958405,2666191,2681288,2457164,2546138,2348160,2236454,2430718,1444354,1474055,1364597,1356785,1448050,1493119,1126858,1050881,912253,2918015,2793654,2920846,1311874,962630,1383852,1017186,1380997,951450,1217398,1098468,961730,1177019,982123,1057176,1210686,1011597,983486,1147237,1280874,1448314,1102385,1305642,902913,1046847,1248655,1389158,1023333.414,1625090.961,1469988.15,1117283.03,1197053.164,982701.693,1631090.677,183332.0631,925801.7147,749647.5436,275413.8231,268572.6746,176665.5081,962661.23
1416,3.347,393.17845,Unknown,[M-H]-,null,0.03,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1416,0,0,null,null,null,null,null,null,null,6741.03,5102023_STU_2_008,393.17845:27606 393.28589:1756 393.39400:283 394.12827:656 394.13810:858 394.18102:6254 395.09909:519 395.12854:451 395.14571:542 395.18053:1323 395.19923:1178,195.06435:4053 207.06479:681 249.11157:744 377.19363:802 393.18997:2506 395.17007:5879 396.17081:1498 397.18579:1150,247815,191719,106646,92560,84427,788040,158904,155484,173839,162022,237424,282548,732120,258803,507721,25983,65786,41271,84913,461231,131543,63328,59144,64756,69384,90089,67221,69645,768655,156311,131075,148972,147749,194745,273029,446182,183059,281234,16205,44495,25746,49118,162164,68429,43841,58745,53377,180190,155078,92058,72818,77264,796523,135236,129716,144012,140813,175465,237611,606221,190963,399909,20236,47134,35025,65200,346269,103988,41061,54620,48326,168837.2507,83636.54094,263722.51,400690.2848,35764.55415,163650.3833,54133.11486,65134.85189,12966.88585,222360.3535,190841.9877,15642.11616,143428.3661,8330.139024
1417,3.55,393.19023,Unknown,[M-H]-,null,0.11,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1417,0,0,null,null,null,null,null,null,null,36510.43,592023_GER_1_032,393.14490:692 393.19023:286701 393.26576:2454 393.29191:3632 393.31990:4009 393.35052:1856 393.38480:1142 393.39709:975 393.43064:1914 393.44033:1488 393.46396:692 393.47900:479 393.49508:1090 393.52991:1908 393.55752:1356 393.57549:1346 393.60532:1250 393.63557:892 393.66127:989 393.68722:1058 393.71859:1178 393.74195:776 393.78563:405 393.80820:228 393.84232:482 393.86828:1003 393.93472:532 393.96030:484 393.98970:282 394.01480:322 394.08320:210 394.10462:654 394.14149:963 394.19396:65011 394.26777:638 394.28346:1181 394.31605:997 394.40518:1061 394.45499:168 394.48346:1582 394.51274:484 394.52531:260 394.54279:530 394.58860:1227 394.61321:175 394.62889:219 394.64351:422 394.67251:175 394.70016:255 394.71715:326 394.77983:201 394.80133:220 394.93656:224 394.99304:238 395.02143:560 395.08727:288 395.11562:337 395.19872:23366 395.27957:731 395.29767:220 395.31753:323 395.33294:468,99.08043:552 111.00847:58 125.05962:1984 147.08102:644 163.11137:322 177.05386:450 183.06227:517 195.06512:271 205.12146:771 207.06563:1178 208.06763:717 221.07706:1600 237.11140:592 247.16966:2014 248.17149:382 263.12805:2133 279.12256:931 335.14880:867 349.20001:3851 350.20425:727 375.17819:940 376.18649:466 391.17682:5372 392.18439:1519 393.18988:47280 393.27695:2132 393.41409:613 393.52481:900 394.19336:12096 395.17221:6245 395.35516:430 396.17236:1305,925350,745223,364335,458244,388774,3793663,591519,672414,535011,527124,786787,1181138,3445282,947366,2248033,86485,139738,86654,298402,225167,368547,306191,318642,269990,259087,439154,307709,274451,4423395,477535,570179,508093,448109,897443,1297257,2023437,697885,1236206,52140,98765,57458,160395,179745,185522,181467,261899,202214,698360,623963,461580,367620,327243,4568921,493988,580788,450931,444773,618961,1008304,2843349,749210,1806706,100860,242000,154968,226719,178964,349319,152438,258787,206843,650396.7457,376567.8866,1184587.382,1777497.075,113229.8051,241419.926,239830.0322,245312.8097,66891.74093,1315828.347,962116.2577,58792.91748,78202.32238,56918.7357
1418,4.969,393.19037,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1418,0,0,null,null,null,null,null,null,null,11673.06,5102023_IPA_2_013,393.19037:31615 393.25390:195 393.29278:488 393.31459:1183 393.34531:174 393.39288:161 393.51309:476 393.82830:284 394.19736:7315 394.22858:1270 394.34278:134 394.88819:1235 395.15876:4012 395.20141:6791,235.09535:30349 248.10188:604 263.09137:69782 263.12247:2152 265.14362:1583 281.10086:1882 328.09683:929 361.16428:668 395.16629:25031 395.20605:894 396.19928:6231 397.16537:2422 398.16922:378,198348,197163,147452,28311,146785,288867,318595,418946,260214,216199,379198,264133,369696,615115,465111,90356,52386,69814,296365,210941,211420,72412,54483,68920,61110,45907,94849,42145,234853,175539,206299,217158,140836,188739,50240,217414,216026,186503,39262,15528,74186,70785,47844,147943,31817,63049,56110,112218,98406,104301,87576,99678,224821,214954,329212,200515,117940,291947,210544,257330,415780,238424,60716,51338,58397,178348,130431,146251,17465,51258,57770,133448.6888,88556.05215,235702.3445,331266.4544,56887.02169,160036.4456,52586.98515,61609.71744,43119.03269,84935.82771,145081.5485,21435.15389,75761.09624,17602.51483
1419,3.752,393.19236,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1419,0,0,null,null,null,null,null,null,null,5870.75,5102023_SOU_2_018,393.18859:6603 393.29099:453 394.07705:155 394.11554:549 394.19722:2140 394.89217:907 395.06812:326 395.08020:218 395.13624:513 395.20531:3669,148.04958:502 351.13004:558 391.18015:1928 392.17954:538 393.19317:3818 395.20703:1464 397.21879:958,970367,788039,384876,492165,422044,4008094,624556,724533,550764,572114,827431,1251900,3689688,1018522,2415004,37323,433173,263686,293099,157734,164474,115540,354185,288121,290877,172898,335914,293692,1704989,485925,609652,209214,468499,339749,513286,2197223,346878,1339423,21854,312714,161276,172936,76231,73027,193597,283223,214581,750981,663862,186478,397789,350829,1774321,516480,626044,461728,479460,661576,1074242,3031859,810948,1930465,43377,261817,171062,220983,132715,132133,159292,286896,225878,692825.1784,337409.4341,880216.9265,1864445.62,189586.9887,158147.9876,235701.5844,250937.4995,105444.7823,824334.737,1090681.067,140997.8392,68646.34543,74379.00273
1420,3.651,393.19364,Unknown,[M-H]-,null,0.55,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1420,0,0,null,null,null,null,null,null,null,23083.19,5102023_GER_1_032,393.15096:1587 393.19050:170909 393.27722:2753 393.28784:1813 393.30746:5563 393.37022:401 393.38715:1269 393.41744:612 393.44098:1232 393.46408:448 393.50021:790 393.54241:938 393.56528:994 393.59394:304 393.61784:519 393.63253:224 393.65561:965 393.68363:796 393.72819:266 393.74488:494 393.76071:449 393.77581:384 393.79689:412 393.81173:353 393.84581:1003 393.88673:428 393.92090:451 393.98780:243 394.03144:337 394.19308:45061 394.29491:2495 394.32666:376 394.34274:310 394.40810:736 394.49462:392 394.51346:143 394.55333:727 394.58540:459 394.61752:240 394.62667:162 394.66744:313 394.89789:338 395.02718:281 395.05535:397 395.13602:756 395.19907:21454 395.29876:1397,109.02871:327 111.00716:1244 125.05992:3838 127.07103:699 135.08011:907 139.07458:435 147.08051:2270 151.07574:574 165.05487:872 183.06435:709 191.07298:748 195.06425:7792 196.06998:540 205.12347:1640 207.06514:2804 208.06947:746 211.05798:760 221.07899:1747 223.13216:1155 237.11024:524 239.13103:399 247.16983:6961 249.11195:201 263.12814:2227 267.12289:592 279.12308:965 319.15686:556 335.14713:870 349.20166:7893 375.17950:2320 376.18658:555 391.17444:5506 392.17972:2183 393.19101:64439 393.28448:4099 393.46655:1369 393.54440:777 393.71707:976 394.19315:16921 394.33035:1160 394.57584:552 395.16910:16757 395.30771:1214 396.20581:3425 397.18277:2149 398.17926:773,1372601,1033952,466933,614896,560038,5156557,760893,884335,699160,755954,1075146,1512759,4052239,1109677,2682304,86485,332938,204034,387778,188681,321519,207003,525868,386993,484148,318104,430798,393944,3464620,596776,730629,423686,584093,645116,1014394,3214511,628390,1542619,52140,238871,134486,223915,90976,173374,226058,373640,261129,1118255,977904,340529,495159,470966,3624799,646401,779111,573644,680139,854475,1335889,3325255,1021709,2227530,78659,339935,204557,255343,154766,264725,172502,372560,309099,997371.9599,454596.3033,1276122.759,2200470.544,185789.3831,229008.5954,314983.6039,324239.6072,96673.3555,1236674.635,1195767.208,106506.214,90171.8047,111364.6211
1421,4.26,393.27437,Unknown,[M-H]-,null,0.03,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1421,0,0,null,null,null,null,null,null,null,5388.31,5102023_WHE_1_027,393.27431:22075 393.37775:524 393.63309:229 394.19695:689 394.27966:5025 394.87842:381 394.88990:169 395.20222:2472 395.27998:1500,146.93479:510 171.10276:966 174.95386:625 193.08233:2163 195.06383:958 207.06670:650 211.13209:780 233.11387:1938 251.11952:1077 301.13822:779 319.15619:1540 320.15433:545 329.23398:5848 330.23402:913 331.24755:1154 351.21449:3145 352.21539:517 375.26727:658 377.19528:3638 378.19723:654 391.18959:668 393.19351:564 395.20317:5128 396.20626:740 397.21828:2363,34172,28839,17397,471,14064,32460,0,1349,1768,15874,1419,5785,18042,8226,10974,0,33199,14236,0,90605,33081,143017,69920,150829,0,10284,0,6685,7863,0,1217,33,11793,1822,2557,5480,2124,1304,0,12791,8282,443,26566,9735,114894,35579,82682,32059,25905,12673,974,9158,12531,276,360,1155,17288,0,1639,30609,2514,3218,3345,21622,12596,230,77309,33533,133426,36578,105508,24195.10371,7967.166855,5580.433991,9165.741926,11785.73737,30166.74894,96936.95199,13885.95835,6376.147623,8259.726831,9665.383967,10748.85644,33569.18777,43439.86467
1422,3.651,393.28357,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1422,0,0,null,null,null,null,null,null,null,5706.44,5102023_IPA_1_012,393.28357:4474 393.30608:2012 393.32470:2765 393.37516:794 393.40019:1301 393.44408:1034 393.46170:341 393.47754:541 393.49221:281 393.52434:846 393.53617:569 393.57110:433 393.58846:240 393.60042:502 393.62128:285 393.65418:220 393.66860:376 393.69563:301 393.71408:460 393.75007:712 393.77163:609 393.81026:784 393.86507:229 393.88453:389 393.94298:355 394.02304:486 394.08532:301 394.12198:411 394.14730:215 394.19397:34865 394.27541:822 394.29592:577 394.30922:648 394.32826:486 394.37889:614 394.44559:463 394.47161:339 394.54179:481 394.82835:411 395.06295:718 395.09864:221 395.13142:1182 395.17170:27583 395.20096:22957 395.29188:1581 395.31346:446 395.33308:553 395.35865:477 395.38707:666 395.42723:736,111.00723:1312 123.07990:461 125.05926:5830 135.07706:585 139.07500:3148 141.05515:1449 147.08000:513 151.07579:552 165.05151:2731 167.07095:946 169.04851:559 177.05138:333 179.07143:972 180.07823:440 181.08452:770 183.06242:1059 196.06779:90 207.06456:1336 208.07156:1000 209.07170:1113 211.06097:1274 221.08206:1918 223.13214:3859 233.07843:591 235.09706:940 237.11105:5178 238.11696:695 239.12625:1241 245.11830:837 263.12637:4769 264.13370:887 265.10211:525 267.12131:368 279.11993:2109 280.12134:577 319.15506:1521 335.14746:1441 375.17932:3407 376.18561:801 377.20410:2250 391.17456:5602 391.26346:485 392.18164:155 393.18979:58552 393.27634:2900 393.29025:833 393.39413:635 393.48190:936 393.61905:825 394.19354:13673 395.17111:7269 395.30637:869 396.17407:1590,24925,28692,8932,18012,11347,254305,17342,22844,3212,4969,29111,72592,232124,56858,154202,0,1841,0,0,3959,1455,13387,7668,8489,0,0,4247,5058,157200,10691,14653,679,383,18003,36195,94136,16191,61274,0,0,0,0,213,0,3702,408,509,16847,20757,2983,4077,5540,168749,10278,13892,9620,3226,13807,35580,182021,27238,84217,0,1456,0,0,6252,0,6316,5084,5201,18244.19851,6688.387335,42730.03896,100917.9523,366.3466154,1319.811096,5640.394393,11123.22164,5363.953414,67198.52957,73380.05506,733.2680144,2270.481934,4041.30154
1423,3.651,393.30746,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1423,0,0,null,null,null,null,null,null,null,6485.38,5102023_GER_1_032,393.27722:2753 393.28784:1813 393.30746:5563 393.37022:401 393.38715:1269 393.41744:612 393.44098:1232 393.46408:448 393.50021:790 393.54241:938 393.56528:994 393.59394:304 393.61784:519 393.63253:224 393.65561:965 393.68363:796 393.72819:266 393.74488:494 393.76071:449 393.77581:384 393.79689:412 393.81173:353 393.84581:1003 393.88673:428 393.92090:451 393.98780:243 394.03144:337 394.19308:45061 394.29491:2495 394.32666:376 394.34274:310 394.40810:736 394.49462:392 394.51346:143 394.55333:727 394.58540:459 394.61752:240 394.62667:162 394.66744:313 394.89789:338 395.02718:281 395.05535:397 395.13602:756 395.19907:21454 395.29876:1397 395.35178:294 395.43005:173,109.02871:327 111.00716:1244 125.05992:3838 127.07103:699 135.08011:907 139.07458:435 147.08051:2270 151.07574:574 165.05487:872 183.06435:709 191.07298:748 195.06425:7792 196.06998:540 205.12347:1640 207.06514:2804 208.06947:746 211.05798:760 221.07899:1747 223.13216:1155 237.11024:524 239.13103:399 247.16983:6961 249.11195:201 263.12814:2227 267.12289:592 279.12308:965 319.15686:556 335.14713:870 349.20166:7893 375.17950:2320 376.18658:555 391.17444:5506 392.17972:2183 393.19101:64439 393.28448:4099 393.46655:1369 393.54440:777 393.71707:976 394.19315:16921 394.33035:1160 394.57584:552 395.16910:16757 395.30771:1214 396.20581:3425 397.18277:2149 398.17926:773,24925,28692,8932,18012,11347,274647,18711,22694,3212,6063,29111,72515,242989,59748,161278,0,1841,0,0,3959,1455,13387,7668,8489,0,0,4247,5058,164916,10691,14653,679,383,18003,37463,99613,17865,63089,0,0,0,0,213,0,3702,408,509,19217,20757,2983,4077,5540,174037,10278,13892,9620,3226,13807,37874,163919,29471,87801,0,2569,0,0,6252,0,6316,5084,5201,18718.14398,6688.387335,44593.99611,102863.6733,489.9904283,1319.811096,5640.394393,11099.26976,5363.953414,71504.35655,73369.5103,989.2043302,2270.481934,4041.30154
1424,1.42,394.11119,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1424,0,0,null,null,null,null,null,null,null,12311.56,5102023_GER_6_037,394.11119:13666 394.20672:208 395.06522:320 395.11305:2766 395.14417:222 396.08504:1148 396.10102:488 396.11286:562 396.13319:719 396.14790:889,112.98479:1963 147.05139:835 164.07022:5883 236.09155:1088 258.07193:3377 318.10181:557 394.10828:446,435593,335396,343987,243860,362017,166768,174218,192310,156150,200688,456905,253490,520427,515210,526426,410267,278163,317210,436764,439680,463463,283280,207516,283495,76772,192197,116258,152534,100780,95910,86614,62732,104845,217959,115286,155539,211276,158047,159569,130149,141000,92954,91479,109245,126290,113778,118083,352887,238974,292365,192252,262301,119829,167763,160884,110980,160321,345794,173061,387669,366279,371554,337752,196233,231390,314792,318875,342129,194263,165991,176065,287924.495,239752.3959,172537.3779,356936.3574,244637.1074,289931.2103,185417.8641,137168.7295,84025.70702,91154.83868,151280.8605,97530.68675,153748.6937,64604.73722
1425,1.318,394.11149,Unknown,[M-H]-,null,0.61,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1425,0,0,null,null,null,null,null,null,null,9042.16,5102023_IPA_QC_011,394.11037:37906 394.18969:1263 394.21059:898 394.23221:866 394.24908:340 394.27713:304 394.29769:301 394.35274:447 394.43578:357 394.53836:472 395.01213:623 395.05852:396 395.11349:8999 395.15837:790 395.18496:629 395.24052:276 395.43585:475 396.00179:132 396.09042:5864 396.10732:5082 396.17374:749 396.18937:217 396.20448:289,112.98457:1339 147.04214:1381 154.06068:445 164.07056:8238 165.07149:908 236.09264:1822 237.09428:640 258.07336:5270 259.07578:737 304.06766:554 318.09332:666 326.11954:698 350.08374:688 394.11478:832 396.11172:860 397.12119:431,477590,336710,346555,254045,362900,167295,200200,198174,157820,202001,444172,254303,497573,579952,596542,384717,303043,357702,474999,481593,496672,290086,208294,284275,76772,192902,116391,149124,106510,97645,87560,70647,106953,220323,115286,155664,204971,158047,160204,115898,141686,94043,91639,109437,126922,115810,118397,379037,240091,291398,192427,266259,119829,169007,158281,111166,160472,349376,173709,349387,369990,419990,338468,220058,260061,344501,354095,372472,194429,167417,176234,302040.1733,241333.4607,174796.6153,370235.0189,253537.455,313272.4671,186873.8059,152094.9191,85139.66431,89025.55121,170550.0261,99405.79996,170660.6098,65651.22315
1426,4.462,394.18549,Unknown,[M-H]-,null,0.01,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1426,0,0,null,null,null,null,null,null,null,12060,5102023_GER_6_037,394.18549:29283 394.27405:907 394.29903:552 394.32280:478 394.42178:469 394.87395:1245 395.19492:12503 395.30210:342 395.85262:461 395.89722:511 396.14393:403 396.19827:2192 396.23779:404,110.05916:5823 171.10003:670 193.08286:1241 201.11464:767 223.09242:1166 329.22980:2298 351.21452:2373 353.13213:1243 391.20181:532 393.17982:1250 393.19138:1705 394.18730:9575 395.19369:3378 395.20975:1209 397.22035:1208,63434,51858,7564,11326,23676,397708,10710,81372,276033,8958,484296,241624,305192,30793,141030,121,4729,3894,10182,4288,11060,7168,6864,3934,34397,10159,8139,6855,247078,16586,46470,164704,7999,267990,81127,184543,49670,129017,0,1422,5613,2415,235,1960,7971,2840,4901,76713,50284,9858,11368,5110,296553,6118,69820,227149,10481,394499,191748,207298,59718,109895,2718,2421,190,13011,5372,6956,1735,2034,2827,55337.13921,10450.73331,168048.6888,135239.6681,2345.281171,6164.427474,4474.862465,15800.49134,5386.021175,149514.5455,87432.95259,2087.222956,4453.366699,2358.591669
